DATE,TIME,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,Press_Avg,Lat,Long,Alt
2018-03-01,20:00,18.48,100.1,7.099,9.51,319.9,1010.93,23.18,106.42,20
2018-03-01,21:00,18.19,100.1,6.928,9.4,320.5,1011.406,23.18,106.42,20
2018-03-01,22:00,17.98,100.1,7.124,9.38,321.6,1011.936,23.18,106.42,20
2018-03-01,23:00,18.04,100.1,6.769,9.51,322.6,1012.334,23.18,106.42,20
2018-03-02,0:00,17.91,100.1,6.466,8.25,320.4,1012.37,23.18,106.42,20
2018-03-02,1:00,17.81,100.1,5.155,7.082,328,1012.402,23.18,106.42,20
2018-03-02,2:00,17.6,100.1,4.236,6.081,328.4,1012.136,23.18,106.42,20
2018-03-02,3:00,17.37,100.1,4.285,5.719,326.3,1011.633,23.18,106.42,20
2018-03-02,4:00,17.02,100.1,3.993,5.57,332.8,1011.072,23.18,106.42,20
2018-03-02,5:00,16.99,100.1,3.723,5.655,328.5,1010.503,23.18,106.42,20
2018-03-02,6:00,16.86,100.1,3.788,5.783,331.6,1010.256,23.18,106.42,20
2018-03-02,7:00,16.57,100.1,1.909,3.205,327,1010.72,23.18,106.42,20
2018-03-02,8:00,16.39,100.1,1.638,2.651,323,1011.303,23.18,106.42,20
2018-03-02,9:00,16.91,100.1,1.726,2.715,320.5,1012.437,23.18,106.42,20
2018-03-02,10:00,17.5,100.1,2.211,3.349,338.4,1013.583,23.18,106.42,20
2018-03-02,11:00,17.85,100.1,2.408,3.392,317.8,1014.112,23.18,106.42,20
2018-03-02,12:00,18.31,100.1,1.647,2.987,281.6,1014.152,23.18,106.42,20
2018-03-02,13:00,18.62,100.1,2.509,4.755,286.2,1013.563,23.18,106.42,20
2018-03-02,14:00,18.71,100.1,4.163,5.863,295.8,1012.586,23.18,106.42,20
2018-03-02,15:00,18.85,100.1,5.563,7.865,310,1011.652,23.18,106.42,20
2018-03-02,16:00,18.84,100.1,6.249,7.78,316.2,1011.102,23.18,106.42,20
2018-03-02,17:00,18.85,100.1,6.016,7.482,316.4,1010.906,23.18,106.42,20
2018-03-02,18:00,18.9,100.1,5.216,7.205,314.8,1010.993,23.18,106.42,20
2018-03-02,19:00,18.73,100.1,4.196,5.224,314.7,1011.32,23.18,106.42,20
2018-03-02,20:00,18.3,100.1,3.531,4.521,315.1,1011.839,23.18,106.42,20
2018-03-02,21:00,18.44,100.1,4.538,6.247,321.8,1012.418,23.18,106.42,20
2018-03-02,22:00,18.23,100.1,4.016,5.568,317.7,1012.843,23.18,106.42,20
2018-03-02,23:00,17.85,100.1,3.029,3.95,303.1,1013.185,23.18,106.42,20
2018-03-03,0:00,17.7,100.1,1.467,3.29,281.5,1013.328,23.18,106.42,20
2018-03-03,1:00,17.7,100.1,1.062,2.481,293.6,1013.576,23.18,106.42,20
2018-03-03,2:00,17.04,100.1,0.949,2.374,122.5,1013.737,23.18,106.42,20
2018-03-03,3:00,15.85,100.1,1.842,3.205,127,1013.47,23.18,106.42,20
2018-03-03,4:00,15.58,100.1,1.509,2.438,119.5,1013.123,23.18,106.42,20
2018-03-03,5:00,15.76,100.1,1.821,2.779,114,1013.178,23.18,106.42,20
2018-03-03,6:00,16.15,100.1,1.509,2.204,97.3,1013.301,23.18,106.42,20
2018-03-03,7:00,16.25,100.1,1.221,1.948,93.5,1013.549,23.18,106.42,20
2018-03-03,8:00,16.67,100.1,0.827,2.076,35.6,1014.399,23.18,106.42,20
2018-03-03,9:00,17.62,100.1,0.73,2.118,61.1,1015.108,23.18,106.42,20
2018-03-03,10:00,19.55,100.1,0.517,1.603,330.6,1015.647,23.18,106.42,20
2018-03-03,11:00,19.92,100.1,0.871,2.327,260,1015.753,23.18,106.42,20
2018-03-03,12:00,19.85,100.1,1.639,3.222,252.3,1015.694,23.18,106.42,20
2018-03-03,13:00,20.56,100.1,1.523,3.988,262.1,1015.154,23.18,106.42,20
2018-03-03,14:00,20.1,100.1,2.663,4.947,284.8,1014.471,23.18,106.42,20
2018-03-03,15:00,20.38,100.1,2.654,4.563,289.5,1013.384,23.18,106.42,20
2018-03-03,16:00,20.22,100.1,3.67,5.606,299,1012.533,23.18,106.42,20
2018-03-03,17:00,19.93,100.1,5.182,6.715,314.8,1012.114,23.18,106.42,20
2018-03-03,18:00,20.24,100.1,6.044,7.951,325,1011.829,23.18,106.42,20
2018-03-03,19:00,19.61,100.1,4.974,6.246,335.8,1011.649,23.18,106.42,20
2018-03-03,20:00,19.19,100.1,4.904,6.374,324.1,1011.541,23.18,106.42,20
2018-03-03,21:00,18.99,100.1,4.293,6.481,325.4,1011.769,23.18,106.42,20
2018-03-03,22:00,19.19,100.1,4.376,5.949,330.5,1012.082,23.18,106.42,20
2018-03-03,23:00,19.25,99.7,4.284,6.227,319.4,1012.384,23.18,106.42,20
2018-03-04,0:00,19.01,100.1,4.756,6.866,324.3,1012.335,23.18,106.42,20
2018-03-04,1:00,18.67,100.1,3.713,5.034,324.1,1012.049,23.18,106.42,20
2018-03-04,2:00,18.51,100.1,2.866,4.119,324.5,1011.658,23.18,106.42,20
2018-03-04,3:00,18.21,100.1,2.416,3.269,314.3,1011.126,23.18,106.42,20
2018-03-04,4:00,18.15,100.1,3.723,5.527,318,1011.201,23.18,106.42,20
2018-03-04,5:00,18.04,100.1,2.537,4.164,359.8,1011.166,23.18,106.42,20
2018-03-04,6:00,17.67,100.1,1.328,2.353,13.7,1011.473,23.18,106.42,20
2018-03-04,7:00,17.73,100.1,1.048,2.012,26.8,1011.826,23.18,106.42,20
2018-03-04,8:00,17.28,100.1,1.211,1.863,102.5,1012.121,23.18,106.42,20
2018-03-04,9:00,18.16,100.1,1.236,2.348,132.6,1012.427,23.18,106.42,20
2018-03-04,10:00,20.57,87.4,0.619,2.22,147.4,1012.836,23.18,106.42,20
2018-03-04,11:00,20.03,95.7,2,3.858,240.2,1013.466,23.18,106.42,20
2018-03-04,12:00,20.48,96.9,2.516,5.288,203.1,1013.285,23.18,106.42,20
2018-03-04,13:00,20.19,100.1,2.352,4.777,266.7,1013.109,23.18,106.42,20
2018-03-04,14:00,20.11,100.1,2.275,4.116,291.9,1012.216,23.18,106.42,20
2018-03-04,15:00,20.04,100.1,3.634,4.99,299.5,1011.418,23.18,106.42,20
2018-03-04,16:00,19.95,100.1,4.011,5.586,308.4,1010.718,23.18,106.42,20
2018-03-04,17:00,20.43,100.1,4.127,6.289,314.4,1010.056,23.18,106.42,20
2018-03-04,18:00,20.69,100.1,4.448,5.883,318.9,1009.587,23.18,106.42,20
2018-03-04,19:00,20.33,100.1,4.468,5.628,315.8,1009.718,23.18,106.42,20
2018-03-04,20:00,19.82,100.1,5.54,7.823,306,1009.909,23.18,106.42,20
2018-03-04,21:00,19.82,100.1,6.722,9.57,313.4,1010.361,23.18,106.42,20
2018-03-04,22:00,19.4,100.1,5.494,7.951,315.9,1010.854,23.18,106.42,20
2018-03-04,23:00,19.06,100.1,3.969,5.693,315.1,1011.22,23.18,106.42,20
2018-03-05,0:00,18.97,100.1,3.073,3.863,308.7,1011.279,23.18,106.42,20
2018-03-05,1:00,18.77,100.1,2.905,3.78,301,1011.05,23.18,106.42,20
2018-03-05,2:00,18.67,100.1,3.433,4.93,305.4,1010.701,23.18,106.42,20
2018-03-05,3:00,18.59,100.1,4.295,6.379,325.8,1010.302,23.18,106.42,20
2018-03-05,4:00,18.49,100.1,3.761,4.993,330.7,1010.208,23.18,106.42,20
2018-03-05,5:00,18.05,100.1,2.765,4.951,350.1,1009.993,23.18,106.42,20
2018-03-05,6:00,17.88,100.1,1.502,2.438,346.6,1010.28,23.18,106.42,20
2018-03-05,7:00,17.58,100.1,1.59,2.651,338.7,1010.607,23.18,106.42,20
2018-03-05,8:00,17.5,100.1,0.942,2.161,15.6,1010.976,23.18,106.42,20
2018-03-05,9:00,17.38,100.1,1.345,2.48,117.5,1011.481,23.18,106.42,20
2018-03-05,10:00,19.46,100.1,0.448,1.56,146.4,1012.051,23.18,106.42,20
2018-03-05,11:00,19.62,100.1,1.086,2.859,251,1012.25,23.18,106.42,20
2018-03-05,12:00,19.72,100.1,1.871,4.329,268.6,1012.134,23.18,106.42,20
2018-03-05,13:00,19.26,100.1,4.119,6.033,303.5,1011.74,23.18,106.42,20
2018-03-05,14:00,19.39,100.1,5.229,7.098,317.3,1010.9,23.18,106.42,20
2018-03-05,15:00,19.53,100.1,5.696,7.141,317.3,1010.077,23.18,106.42,20
2018-03-05,16:00,19.34,100.1,6.511,8.5,314.8,1009.349,23.18,106.42,20
2018-03-05,17:00,19.32,100.1,7.257,9.65,313.2,1008.735,23.18,106.42,20
2018-03-05,18:00,19.3,100.1,7.626,9.48,315.4,1008.105,23.18,106.42,20
2018-03-05,19:00,19.12,100.1,7.816,9.91,314,1008.122,23.18,106.42,20
2018-03-05,20:00,18.98,100.1,6.709,8.85,322.3,1008.771,23.18,106.42,20
2018-03-05,21:00,19.03,100.1,6.786,9.02,323.9,1009.203,23.18,106.42,20
2018-03-05,22:00,18.78,100.1,6.061,8.46,323.4,1009.714,23.18,106.42,20
2018-03-05,23:00,18.55,100.1,5.662,7.698,319.1,1009.92,23.18,106.42,20
2018-03-06,0:00,18.31,100.1,4.788,6.271,319.2,1009.808,23.18,106.42,20
2018-03-06,1:00,18.22,100.1,3.268,5.867,335.1,1009.887,23.18,106.42,20
2018-03-06,2:00,18.08,100.1,3.228,4.525,321.9,1009.606,23.18,106.42,20
2018-03-06,3:00,17.96,100.1,2.737,4.248,331.9,1009.238,23.18,106.42,20
2018-03-06,4:00,17.79,100.1,1.863,2.971,318.1,1008.917,23.18,106.42,20
2018-03-06,5:00,17.66,100.1,0.654,1.543,333,1008.593,23.18,106.42,20
2018-03-06,6:00,17.41,100.1,0.678,1.543,98.2,1008.16,23.18,106.42,20
2018-03-06,7:00,17.29,100.1,0.943,2.161,253.7,1008.419,23.18,106.42,20
2018-03-06,8:00,17.31,100.1,1.611,3.695,287.3,1009.276,23.18,106.42,20
2018-03-06,9:00,17.86,100.1,1.039,1.778,297.4,1010.132,23.18,106.42,20
2018-03-06,10:00,18.87,100.1,0.706,1.283,312.3,1010.892,23.18,106.42,20
2018-03-06,11:00,19.73,100.1,1.429,4.436,287.3,1011.511,23.18,106.42,20
2018-03-06,12:00,18.89,100.1,3.31,4.819,306.1,1011.564,23.18,106.42,20
2018-03-06,13:00,19.3,100.1,3.318,5.33,296.5,1011.312,23.18,106.42,20
2018-03-06,14:00,18.86,100.1,4.724,6.693,306.1,1010.479,23.18,106.42,20
2018-03-06,15:00,18.78,100.1,5.756,7.034,310.6,1009.522,23.18,106.42,20
2018-03-06,16:00,19.04,100.1,5.774,7.525,313.1,1008.869,23.18,106.42,20
2018-03-06,17:00,19.28,100.1,6.436,7.908,317.3,1008.468,23.18,106.42,20
2018-03-06,18:00,19.32,100.1,6.043,7.461,319.3,1008.454,23.18,106.42,20
2018-03-06,19:00,19.09,100.1,6.391,9.04,319.7,1008.673,23.18,106.42,20
2018-03-06,20:00,18.57,100.1,7.423,9.87,318.7,1009.126,23.18,106.42,20
2018-03-06,21:00,18.23,100.1,6.395,9.02,318,1009.373,23.18,106.42,20
2018-03-06,22:00,18.28,100.1,5.244,6.335,321.5,1009.775,23.18,106.42,20
2018-03-06,23:00,18.08,100.1,5.139,6.401,313.9,1010.073,23.18,106.42,20
2018-03-07,0:00,17.92,100.1,4.488,6.039,318.6,1010.103,23.18,106.42,20
2018-03-07,1:00,17.87,100.1,3.603,5.527,331,1010.101,23.18,106.42,20
2018-03-07,2:00,17.57,100.1,3.322,4.27,322.8,1009.877,23.18,106.42,20
2018-03-07,3:00,17.41,100.1,3.738,4.782,328.7,1009.348,23.18,106.42,20
2018-03-07,4:00,17.03,100.1,3.107,4.505,332.1,1009.295,23.18,106.42,20
2018-03-07,5:00,16.82,100.1,2.438,3.674,322.3,1009.239,23.18,106.42,20
2018-03-07,6:00,16.86,100.1,1.576,2.587,330.8,1009.223,23.18,106.42,20
2018-03-07,7:00,16.61,100.1,0.915,1.948,295.3,1009.373,23.18,106.42,20
2018-03-07,8:00,15.94,100.1,1.221,2.289,183.7,1009.972,23.18,106.42,20
2018-03-07,9:00,17.87,100.1,1.2,1.011,207.5,1010.656,23.18,106.42,20
2018-03-07,10:00,19.25,100.1,1.2,1.539,280.1,1011.319,23.18,106.42,20
2018-03-07,11:00,18.59,100.1,1.174,2.092,284.8,1011.616,23.18,106.42,20
2018-03-07,12:00,18.8,100.1,1.612,3.2,285.4,1011.329,23.18,106.42,20
2018-03-07,13:00,19.06,100.1,2.65,4.159,293.1,1010.732,23.18,106.42,20
2018-03-07,14:00,19.32,100.1,3.282,5.011,294.5,1010.029,23.18,106.42,20
2018-03-07,15:00,19.63,100.1,3.473,5.522,301,1009.348,23.18,106.42,20
2018-03-07,16:00,19.75,100.1,4.2,6.204,311.3,1008.486,23.18,106.42,20
2018-03-07,17:00,19.81,100.1,4.994,7.141,319.5,1008.027,23.18,106.42,20
2018-03-07,18:00,20.07,100.1,5.324,6.544,320.6,1007.908,23.18,106.42,20
2018-03-07,19:00,19.82,100.1,5.103,6.992,314,1008.106,23.18,106.42,20
2018-03-07,20:00,19.44,100.1,5.897,8.18,315.4,1008.292,23.18,106.42,20
2018-03-07,21:00,19.36,100.1,5.419,8.04,314.3,1008.75,23.18,106.42,20
2018-03-07,22:00,19.11,100.1,4.367,6.162,320,1009.349,23.18,106.42,20
2018-03-07,23:00,18.92,100.1,3.135,4.566,320.8,1010.089,23.18,106.42,20
2018-03-08,0:00,18.71,100.1,2.468,3.204,326,1010.501,23.18,106.42,20
2018-03-08,1:00,18.57,100.1,1.482,3.736,349.3,1010.6,23.18,106.42,20
2018-03-08,2:00,17.49,100.1,1.263,2.31,116.9,1010.676,23.18,106.42,20
2018-03-08,3:00,17.3,100.1,2.324,4.121,130.9,1010.534,23.18,106.42,20
2018-03-08,4:00,17.13,100.1,3.28,5.293,139.7,1010.343,23.18,106.42,20
2018-03-08,5:00,17.33,100.1,4.65,6.337,121.5,1010.426,23.18,106.42,20
2018-03-08,6:00,17.66,100.1,5.2,6.912,120.7,1010.607,23.18,106.42,20
2018-03-08,7:00,17.76,100.1,3.329,6.103,128,1011.179,23.18,106.42,20
2018-03-08,8:00,17.47,100.1,2.65,4.675,139.4,1011.512,23.18,106.42,20
2018-03-08,9:00,18.33,100.1,2.301,4.995,135.4,1011.871,23.18,106.42,20
2018-03-08,10:00,20.41,100.1,2.092,3.967,138,1012.53,23.18,106.42,20
2018-03-08,11:00,21.37,100.1,1.699,4.99,156.6,1012.897,23.18,106.42,20
2018-03-08,12:00,19.92,100.1,2.24,5.415,205.2,1012.985,23.18,106.42,20
2018-03-08,13:00,18.83,100.1,2.369,3.861,231.3,1012.557,23.18,106.42,20
2018-03-08,14:00,20.82,100.1,1.031,2.902,238.7,1011.874,23.18,106.42,20
2018-03-08,15:00,19.99,100.1,1.459,3.368,256.2,1011.27,23.18,106.42,20
2018-03-08,16:00,18.87,100.1,2.935,5.053,278.1,1010.753,23.18,106.42,20
2018-03-08,17:00,17.79,100.1,3.196,4.308,303.4,1010.249,23.18,106.42,20
2018-03-08,18:00,18.23,100.1,2.33,3.648,306.8,1010.05,23.18,106.42,20
2018-03-08,19:00,19.76,100.1,3.176,4.393,324.3,1010.223,23.18,106.42,20
2018-03-08,20:00,19.07,100.1,3.55,4.478,334.1,1010.595,23.18,106.42,20
2018-03-08,21:00,18.78,100.1,3.09,4.201,330.4,1011.053,23.18,106.42,20
2018-03-08,22:00,18.53,100.1,2.697,3.457,328.9,1011.364,23.18,106.42,20
2018-03-08,23:00,18.33,100.1,2.842,3.673,333,1011.808,23.18,106.42,20
2018-03-09,0:00,18.18,100.1,2.374,2.907,332.7,1011.714,23.18,106.42,20
2018-03-09,1:00,18.2,100.1,2.533,3.503,342.1,1011.478,23.18,106.42,20
2018-03-09,2:00,18.21,100.1,2.217,3.035,341.8,1011.267,23.18,106.42,20
2018-03-09,3:00,18.14,100.1,1.315,2.587,6.4,1010.845,23.18,106.42,20
2018-03-09,4:00,17.84,100.1,0.712,1.224,323.3,1010.453,23.18,106.42,20
2018-03-09,5:00,17.65,100.1,1.283,2.076,309.5,1010.028,23.18,106.42,20
2018-03-09,6:00,17.52,100.1,1.021,1.863,353.7,1010.109,23.18,106.42,20
2018-03-09,7:00,17.26,100.1,1.154,2.118,356,1010.322,23.18,106.42,20
2018-03-09,8:00,17.1,100.1,1.003,2.14,130.8,1010.594,23.18,106.42,20
2018-03-09,9:00,17.28,100.1,1.205,2.434,136.9,1011.005,23.18,106.42,20
2018-03-09,10:00,18.48,100.1,1.116,2.859,171,1011.38,23.18,106.42,20
2018-03-09,11:00,19.24,100.1,1.017,3.733,244.3,1011.477,23.18,106.42,20
2018-03-09,12:00,19.45,100.1,1.459,3.498,243.6,1011.198,23.18,106.42,20
2018-03-09,13:00,18.87,100.1,2.064,3.413,250.2,1011.122,23.18,106.42,20
2018-03-09,14:00,19.49,100.1,2.551,5.245,281.7,1011.117,23.18,106.42,20
2018-03-09,15:00,19.38,100.1,3.634,5.075,303.7,1010.731,23.18,106.42,20
2018-03-09,16:00,19.78,100.1,3.971,4.99,311.6,1009.972,23.18,106.42,20
2018-03-09,17:00,19.95,100.1,2.79,4.542,294.3,1009.436,23.18,106.42,20
2018-03-09,18:00,21.19,100.1,1.569,3.196,264.2,1009.008,23.18,106.42,20
2018-03-09,19:00,20.71,100.1,2.009,3.987,269.9,1008.961,23.18,106.42,20
2018-03-09,20:00,19.6,100.1,2.555,3.647,325.3,1009.503,23.18,106.42,20
2018-03-09,21:00,19.26,100.1,3.074,4.287,322,1010.219,23.18,106.42,20
2018-03-09,22:00,19.16,100.1,2.159,3.03,335.8,1010.931,23.18,106.42,20
2018-03-09,23:00,19.45,100.1,1.165,1.945,45.1,1011.288,23.18,106.42,20
2018-03-10,0:00,19.41,100.1,1.142,1.862,324.9,1011.088,23.18,106.42,20
2018-03-10,1:00,19.08,100.1,1.35,2.032,306,1010.723,23.18,106.42,20
2018-03-10,2:00,18.63,100.1,2.337,4.248,334.9,1010.595,23.18,106.42,20
2018-03-10,3:00,18.11,100.1,2.123,3.331,338,1010.083,23.18,106.42,20
2018-03-10,4:00,17.63,100.1,0.543,1.308,293.4,1009.435,23.18,106.42,20
2018-03-10,5:00,17.18,100.1,1.234,3.162,150,1009.164,23.18,106.42,20
2018-03-10,6:00,15.86,100.1,1.246,2.843,149.2,1009.462,23.18,106.42,20
2018-03-10,7:00,16.38,100.1,0.867,1.863,287.3,1010.192,23.18,106.42,20
2018-03-10,8:00,15.98,100.1,1.436,2.012,312.7,1010.673,23.18,106.42,20
2018-03-10,9:00,15.9,100.1,0.732,1.458,288.5,1011.319,23.18,106.42,20
2018-03-10,10:00,17.27,100.1,0.798,1.986,229.5,1011.53,23.18,106.42,20
2018-03-10,11:00,17.84,100.1,1.205,2.348,257.2,1011.722,23.18,106.42,20
2018-03-10,12:00,19.47,100.1,1.622,2.774,251.5,1011.635,23.18,106.42,20
2018-03-10,13:00,20.63,100.1,1.624,3.456,259.7,1011.1,23.18,106.42,20
2018-03-10,14:00,20.58,100.1,1.979,3.477,252.5,1009.777,23.18,106.42,20
2018-03-10,15:00,21.6,100.1,2.038,4.435,267,1009.326,23.18,106.42,20
2018-03-10,16:00,21.98,100.1,2.265,4.431,275.1,1008.702,23.18,106.42,20
2018-03-10,17:00,21.49,100.1,3.478,5.219,308.7,1008.26,23.18,106.42,20
2018-03-10,18:00,21.65,100.1,4.841,6.499,323.3,1008.298,23.18,106.42,20
2018-03-10,19:00,21.09,100.1,4.829,6.137,326.2,1007.999,23.18,106.42,20
2018-03-10,20:00,20.39,100.1,5.298,6.885,317,1008.22,23.18,106.42,20
2018-03-10,21:00,19.9,100.1,4.845,6.246,314,1008.433,23.18,106.42,20
2018-03-10,22:00,20.17,100.1,5.063,6.523,314.7,1008.786,23.18,106.42,20
2018-03-10,23:00,20.36,99.9,4.286,6.012,329.4,1009.15,23.18,106.42,20
2018-03-11,0:00,20.54,93,4.547,6.055,320.3,1009.235,23.18,106.42,20
2018-03-11,1:00,20.22,98.8,3.449,5.181,325.8,1009.184,23.18,106.42,20
2018-03-11,2:00,19.67,99.6,3.269,4.565,309.3,1009.204,23.18,106.42,20
2018-03-11,3:00,19.29,100.1,3.354,4.351,312.7,1008.702,23.18,106.42,20
2018-03-11,4:00,19.18,100.1,2.16,3.693,351.5,1008.088,23.18,106.42,20
2018-03-11,5:00,18.79,98.8,0.871,1.948,21,1007.934,23.18,106.42,20
2018-03-11,6:00,18,98,1.282,2.161,121.4,1008.353,23.18,106.42,20
2018-03-11,7:00,18.36,85.1,1.219,2.566,81.8,1008.667,23.18,106.42,20
2018-03-11,8:00,17.87,81.3,1.395,2.949,134.4,1009.092,23.18,106.42,20
2018-03-11,9:00,18.75,74.1,1.4,2.736,135.1,1009.771,23.18,106.42,20
2018-03-11,10:00,20.83,62.9,1.606,2.839,135.7,1010.231,23.18,106.42,20
2018-03-11,11:00,21.87,74.6,1.031,2.753,139.3,1010.486,23.18,106.42,20
2018-03-11,12:00,22.62,86,0.779,2.901,144.7,1010.208,23.18,106.42,20
2018-03-11,13:00,20.82,99,2.411,3.733,244.4,1009.887,23.18,106.42,20
2018-03-11,14:00,21.63,98.6,2.086,3.307,251.7,1008.848,23.18,106.42,20
2018-03-11,15:00,22.37,100.1,1.866,3.475,252.6,1007.863,23.18,106.42,20
2018-03-11,16:00,21.92,100.1,2.979,5.242,279.6,1007.164,23.18,106.42,20
2018-03-11,17:00,21.46,100.1,4.832,6.818,315.2,1006.895,23.18,106.42,20
2018-03-11,18:00,21.5,100.1,4.194,5.989,321.2,1006.997,23.18,106.42,20
2018-03-11,19:00,20.76,100.1,5.247,6.949,315.6,1007.203,23.18,106.42,20
2018-03-11,20:00,20.31,100.1,3.002,5.309,304.5,1007.439,23.18,106.42,20
2018-03-11,21:00,20.14,100.1,2.58,3.69,304,1007.846,23.18,106.42,20
2018-03-11,22:00,20.1,100.1,2.13,3.733,291.8,1008.352,23.18,106.42,20
2018-03-11,23:00,19.99,100.1,1.8,2.69,299.9,1008.668,23.18,106.42,20
2018-03-12,0:00,19.92,100.1,1.121,1.859,311.3,1008.49,23.18,106.42,20
2018-03-12,1:00,19.73,100.1,1.018,2.158,115.4,1008.199,23.18,106.42,20
2018-03-12,2:00,18.97,100.1,1.396,2.906,135.4,1008.142,23.18,106.42,20
2018-03-12,3:00,18.44,100.1,2.298,3.78,107.9,1007.796,23.18,106.42,20
2018-03-12,4:00,18.44,100.1,2.769,4.952,122.8,1007.42,23.18,106.42,20
2018-03-12,5:00,18.17,100.1,2.877,5.463,125.4,1007.124,23.18,106.42,20
2018-03-12,6:00,18.32,100.1,2.134,4.164,130.2,1007.383,23.18,106.42,20
2018-03-12,7:00,18.21,100.1,2.952,4.823,120.4,1007.785,23.18,106.42,20
2018-03-12,8:00,18.37,100.1,4.103,6.507,113.4,1007.768,23.18,106.42,20
2018-03-12,9:00,20.12,100.1,3.684,6.698,114.9,1008.241,23.18,106.42,20
2018-03-12,10:00,21.65,99.5,1.227,3.136,201.8,1009.177,23.18,106.42,20
2018-03-12,11:00,21.26,100.1,0.871,2.561,256.1,1009.46,23.18,106.42,20
2018-03-12,12:00,21.7,100.1,1.215,2.453,252.8,1009.195,23.18,106.42,20
2018-03-12,13:00,20.83,100.1,2.466,4.201,247.6,1008.583,23.18,106.42,20
2018-03-12,14:00,19.63,100.1,3.969,4.734,243,1007.819,23.18,106.42,20
2018-03-12,15:00,19.13,100.1,3.263,4.947,245.7,1007.492,23.18,106.42,20
2018-03-12,16:00,19.74,100.1,2.275,4.329,252.2,1007.149,23.18,106.42,20
2018-03-12,17:00,21.52,100.1,1.342,2.795,266.1,1006.986,23.18,106.42,20
2018-03-12,18:00,21.41,100.1,3.378,4.752,304.5,1007.119,23.18,106.42,20
2018-03-12,19:00,21.25,100.1,4.785,6.033,324.9,1007.68,23.18,106.42,20
2018-03-12,20:00,20.71,100.1,4.632,5.778,318.7,1007.944,23.18,106.42,20
2018-03-12,21:00,20.65,100.1,3.077,4.585,331.9,1008.208,23.18,106.42,20
2018-03-12,22:00,20.66,100.1,2.883,3.733,327.4,1008.372,23.18,106.42,20
2018-03-12,23:00,20.6,100.1,2.284,3.094,318.5,1008.586,23.18,106.42,20
2018-03-13,0:00,20.5,100.1,1.631,2.945,309.5,1008.755,23.18,106.42,20
2018-03-13,1:00,20.31,100.1,1.254,2.263,306.9,1008.62,23.18,106.42,20
2018-03-13,2:00,19.85,100.1,1.63,3.031,97.4,1008.459,23.18,106.42,20
2018-03-13,3:00,19.1,100.1,3.502,5.929,115.8,1008.043,23.18,106.42,20
2018-03-13,4:00,19.39,100.1,3.807,6.038,117.5,1008.031,23.18,106.42,20
2018-03-13,5:00,19.37,100.1,4.321,7.952,122.4,1007.973,23.18,106.42,20
2018-03-13,6:00,19.43,100.1,2.463,4.714,130.9,1008.393,23.18,106.42,20
2018-03-13,7:00,19.62,100.1,1.48,5.246,143,1008.816,23.18,106.42,20
2018-03-13,8:00,19.71,100.1,0.987,3.775,154.9,1009.959,23.18,106.42,20
2018-03-13,9:00,20.13,100.1,1.653,4.478,139.7,1010.448,23.18,106.42,20
2018-03-13,10:00,21.31,100.1,2.172,5.011,128,1010.727,23.18,106.42,20
2018-03-13,11:00,22.52,100.1,2.246,5.437,131,1011.13,23.18,106.42,20
2018-03-13,12:00,23.69,100.1,1.578,5.862,141.9,1011.155,23.18,106.42,20
2018-03-13,13:00,22.95,100.1,2.389,5.393,194.3,1011.025,23.18,106.42,20
2018-03-13,14:00,21.69,100.1,3.06,4.713,235.4,1010.262,23.18,106.42,20
